gene,d5_mean,d14_mean,d28_mean
Top1mt,74.00484071,67.9174366,67.32733487
Olr329,64.41366356,64.53567962,66.79155886
St3gal4,535.081845,855.2291108,1317.987374
Brinp3,138.3176145,157.4748141,134.8557181
Terc,75.42615181,67.61761476,76.56254992
Phka1,87.4135027,85.08527519,87.76264907
Daxx,121.7733572,106.473679,106.263298
Nphs2,63.51258208,62.92854099,64.96609306
Oprd1,87.90357534,86.28348441,88.88908718
Kcnip3,122.3125779,111.2239817,108.9022849
Vamp5,182.5307421,354.7270785,402.1336819
0,238.8431483,212.9872211,186.2311127
Srgn,260.3628003,191.8128101,149.4263365
Lamtor1,985.1381281,667.1278697,579.2807653
0,66.35907223,61.5422668,63.43799667
0,79.06137698,76.68265216,88.01061835
Mrgprx2l,76.74299662,74.70489239,77.93200706
Mex3b,75.13713814,73.71053062,74.89805421
0,95.62076039,112.1413134,110.241197
Znhit2,351.8217274,329.2975502,336.8826505
Vom1r40,61.36515533,62.18580722,66.88331163
Cyp2c7,68.62635829,68.039982,69.82764534
0,72.16767899,77.67502357,79.0964561
0,74.33246583,70.77813526,73.52019298
0,79.54293267,78.36031562,77.16247782
Tbx15,111.6848608,139.4341123,122.390295
0,76.2077276,79.24498787,89.77952762
Pbx3,1444.976665,2755.344487,4643.673292
Tspan18,93.95654502,99.33133434,88.72820094
0,103.9836748,99.77219392,108.3186261
0,101.4621836,91.16819087,89.85390699
Zfp777,63.49421575,65.31016734,63.36751195
Fam228a,97.9334718,96.52359279,99.14244908
0,5414.080307,4777.88579,5404.221619
0,80.5405625,68.88128317,70.92446147
0,622.0012367,662.125609,639.3333739
0,62.5506746,66.11862696,66.74383366
Ppcs,1128.476716,943.252024,913.4176109
0,64.295766,66.85642001,67.57512782
Trim54,76.41672091,72.8780638,73.0766465
0,63.00212854,67.91549337,65.39786946
0,64.73995242,65.84176754,64.79058332
0,69.12777023,71.51267746,70.18566491
RGD1561648,68.44605049,71.43553766,67.07170538
Ppp1r16a,223.5603404,224.6214461,262.6953733
Itgb7,148.1928407,98.30901804,86.3625474
0,60.13160461,69.5576671,99.39131728
0,61.85008353,66.13396269,65.54223557
0,61.59611383,60.4304438,62.93630196
Ctc1,443.7884938,581.277134,697.073504
Poldip2,2403.695757,2738.596741,3011.926609
Krt26,64.22706836,69.87960477,64.96191995
Otop3,62.79812091,69.15491654,65.27954363
Cldn17,73.37985815,72.7058356,75.01430443
0,2040.79287,1794.103881,2378.669162
0,76.71127695,80.83752533,78.79970004
Cnpy4,295.5678144,348.5214767,337.5282404
0,205.0297845,214.495837,236.4482314
Thsd7b,83.15725793,83.84370655,87.90699162
Klhl20,243.4883024,245.6272725,243.268264
0,77.3162148,74.73813586,80.93607614
C1d,141.0887158,136.0694887,121.5751984
0,8723.798354,6114.958561,5001.062297
0,82.10630432,75.74031748,79.1728576
0,66.11575665,70.76457496,67.67299392
0,59.49564317,60.46883854,62.27723877
Nol8,939.5139553,907.3982948,782.8239171
Hipk3,87.45016688,81.58538915,81.83532904
0,1147.672691,650.3049242,791.5843329
Btn1a1,75.2220478,79.42168667,80.31257103
Mcpt1,72.76843517,67.59053861,64.33919826
0,825.7791254,712.0304799,1137.552754
0,173.8181521,110.742398,131.8382884
RT1-CE2,116.6026387,88.95648771,98.10823153
0,228.8955929,230.9559404,167.3361156
0,68.45083344,65.36435449,67.07419881
Ppp1r12a,87.81689543,79.01942087,79.94060442
Stard8,68.74428699,69.95093289,70.97478054
Isg20,96.96056556,103.2024233,107.9350823
Psmb2,9109.905915,9676.537881,8292.069792
Banf1,4370.397291,4154.865886,3884.720706
Tmprss2,71.13831573,62.87247322,65.78549399
Ankrd1,74.41547356,80.31752727,75.46541457
Hgs,99.97391776,90.73600591,88.60510541
Olr68,61.68530119,60.81650602,64.02475646
Cxcr5,64.04017671,66.45278654,69.24534743
Olr712,65.83119233,69.48494894,65.95169718
Lepre1,564.6095896,717.8905677,879.8486519
Pdxk,133.2926665,107.4291614,90.55110279
Olr857,60.20688528,63.25784857,69.75173568
Metap2,1948.271062,1884.95143,1661.286315
Tapbp,628.6301183,394.8578709,333.5728028
Ntrk1,74.83066046,68.5100772,93.28195929
Pms1,494.8544994,496.7106798,521.5446225
Cdk4,2238.79178,1993.391851,1412.000343
Selk,4446.335244,4963.808642,5766.712439
Kcna1,83.6979412,80.47509518,81.91991716
Fam198b,4000.478163,3529.51192,3117.555728
0,63.85718149,63.3025388,72.27619997
0,60.74867783,60.76830779,60.77196206
Vstm2b,172.7145965,268.5448637,229.4242125
Stard5,135.4575171,108.3933556,98.62234024
0,115.9048939,127.212903,150.6725231
Tm7sf2,122.4443264,219.783366,408.5139661
Vom1r7,65.72211595,69.09899206,74.52375661
0,57.68554324,63.8844564,62.34871952
0,78.7950907,83.42835324,84.07868285
0,59.44650948,57.4217633,58.31509219
0,58.81258604,60.03757063,59.81658033
0,222.203121,204.0611107,200.9247593
0,140.7446792,140.5988937,143.6211716
0,1024.173906,1086.872402,1449.567403
Zswim3,637.4640516,617.1212377,689.6703136
0,65.04803147,66.14676311,63.47894529
0,64.61670308,71.21834735,67.97307742
Itsn2,150.0849955,129.309749,130.6638052
0,71.03828146,75.04567028,77.74274421
0,83.97702331,80.02560729,83.08581758
Rad54b,99.11772842,88.66520627,76.60511329
0,68.22162305,116.5384288,109.549354
Zmynd12,79.62032569,80.9939986,88.13200024
0,64.37782209,73.16451635,69.16022879
Dnajc5g,81.73609632,87.89730069,84.70839637
0,124.3249734,130.3700448,129.8444773
0,62.05951148,60.65480545,59.6890541
Dos,86.81711839,89.5270225,83.14411936
0,84.62341975,88.24745721,83.79718607
Mfsd3,922.5958964,854.8342612,706.3831364
Mfsd5,1773.513186,1681.469063,1436.46334
Olr1686,75.96946359,73.01474817,70.01496021
Crtam,76.14508636,68.86510702,67.37027826
0,62.58668462,62.24737437,60.83419618
Mrgprx3,278.7667381,260.6104727,215.629886
Azi2,938.6438826,750.2531004,602.651256
Trpv5,64.45887922,64.77476758,68.23151247
Igfbp1,87.3747126,87.8568111,87.04214385
0,141.974881,163.0146759,177.0462199
Ift20,3312.776659,3206.115774,3510.638804
Krt27,86.1928902,77.76058381,86.16471466
0,238.4356518,259.2399654,291.5489059
Cldn8,71.90610911,69.58872498,70.9977192
0,82.22165403,74.83999249,77.44656204
Spag6,65.95358254,61.66242452,67.40388594
Mblac1,569.1855684,412.2313789,422.8068872
0,57.66031826,61.05834965,58.43079793
0,79.18050291,76.11697802,77.32027424
0,90.72069742,100.9521877,113.7538223
Apex2l1,86.0069161,92.06318551,86.52203013
Etaa1,97.04364567,100.6897931,91.66501801
Nmur2,68.84173041,69.54835527,69.11697567
0,94.64506563,133.5191605,129.2065849
0,64.76023539,60.26225774,64.12370021
0,101.47827,127.5114016,161.5047426
0,61.02900663,63.72979891,65.61484533
Foxg1,59.58906667,62.43308229,59.67086636
Ogn,182.7059791,573.7010108,1291.0215
0,77.69548216,72.760051,76.46773581
Abt1,1725.942223,1746.959684,1728.8978
0,88.45687965,89.50178955,87.88580962
Acd,110.7764844,103.9037447,99.58720513
0,82.66056557,83.79765619,77.21276608
0,62.72905797,61.07554517,60.35611516
Ndufv3,161.5182553,160.7559647,165.2001767
Nyx,123.348521,106.4665111,110.5806182
Eda,73.13375895,72.46477226,76.82013437
Ndufaf7,668.241952,540.3267977,535.9898493
0,83.20613648,84.23050517,87.03140518
Mok,182.3741612,183.4897608,205.9904874
Cox7b,4616.557377,4595.133989,3984.688222
Syngr1,523.8788831,551.1236194,440.0630493
Olr1482,69.65317974,70.42068219,72.71102821
Ret,88.23619025,100.3540989,98.19889362
Tnni1,63.36304609,67.03772025,68.05908441
Clic5,106.3384511,75.19655046,78.03049506
Olr245,87.02267562,81.30600526,84.08095721
Scin,304.2753363,95.65581757,80.04495679
Olr1583,59.76080889,53.80165858,59.44214013
Olr1563,72.34330138,73.20323758,66.46532418
Olr92,80.24330276,76.38934268,82.0624693
Olr806,62.09734804,62.16514471,64.87590195
Rhob,752.5411562,972.295052,1644.217281
Adora2a,380.0318241,278.8064939,398.6909347
Spam1,67.40987898,62.7492632,63.67068557
S100a6,995.0288144,1193.922485,2683.500611
Asgr1,132.6921836,294.4878365,525.7946738
Prkcd,1464.216003,1292.109135,1009.583798
Guca2a,72.50483028,70.72553644,71.87824404
Ffar1,76.66173511,70.21418031,74.55631439
Pdpn,3408.325641,5965.515328,6510.754618
Atp5sl,1830.224166,1882.503725,1619.661067
Cxcl3,69.58353461,66.36743194,70.38973524
Hoxa1,63.63282154,65.04009171,62.90292537
0,68.53258841,71.53308079,74.7076791
0,1126.075356,1246.012141,1300.154888
0,76.26872415,73.73403581,75.66558107
0,91.69873503,85.31219965,79.44054561
0,65.6771134,62.92603564,65.4890814
0,1930.427156,2016.822146,2251.570651
0,77.64882039,81.07503713,74.84334966
Cdca3,193.3098349,197.1462618,96.7532023
Ankrd34b,95.460289,91.57153621,95.93472422
0,101.0418204,93.75131916,99.20772829
0,81.72667051,82.73424645,83.05727413
Wdr3,273.7704927,252.005368,236.9921981
0,114.0267966,93.24591352,90.43984013
0,107.0911692,121.7621118,111.8568121
Alx4,68.25882352,66.60912459,63.10119657
Ap5s1,67.83506553,61.98297998,59.73061251
0,573.2872334,593.4014994,619.2080767
Lrrd1,66.15551222,61.59026994,66.50875016
0,71.14048606,67.47162151,70.94773964
Mxd1,66.10814096,67.23260639,69.4309676
0,76.54624997,68.18868731,66.6753433
Gem,339.0079169,160.7031266,207.2643197
0,80.2841828,74.69737098,76.65585805
0,73.59361558,68.63245477,72.84521896
Slc30a3,63.72213594,67.08144424,65.01783727
0,60.7992033,62.97058582,63.77885865
0,65.66270299,65.56800408,62.77475537
Stk11,91.78866683,97.00593588,91.48035939
Recql4,101.0075764,102.0715975,99.98458018
0,81.09789003,85.2661567,80.03601864
Ubash3b,411.6305897,394.5272985,240.3276653
Adam10,68.65292535,68.83117358,66.34596805
Cmc1,1603.176994,1322.707789,1010.947839
0,70.71652124,70.89122061,72.44537457
Per1,103.876899,129.2795702,158.8997471
Nlk,79.08803943,70.26782586,73.75427937
0,67.19173453,63.13100916,66.28264872
Cdr2l,81.88454334,80.2396997,79.48520095
0,78.22623962,69.16573898,69.75228137
0,6375.564814,6626.56861,5650.589399
0,59.3641906,64.59380819,60.92893223
0,59.40363315,57.43925117,59.9858945
Slc24a6,1915.714348,1171.021564,1058.447791
Rps6kc1,101.1214077,111.87767,123.5867337
Arap2,71.26689989,74.50903022,80.8644469
0,69.49394546,76.26822431,73.59951916
0,76.31059338,74.6327902,79.93700952
Slc25a30,92.96694538,101.2543067,92.2278929
Thrb,108.3941273,118.3131018,150.2097409
Ldb3,82.08978248,96.27460588,113.7193424
0,61.53643916,65.84267836,60.33941492
Erich1,273.2014614,245.2031438,229.9179988
Rnf113a2,160.086515,160.1912389,138.8245516
Aspn,83.21955147,78.1359903,87.72923101
Sag,66.60552827,62.39363264,67.37703244
0,134.5187237,110.580964,132.0048056
Gulo,68.96920175,63.93120769,63.69489587
Rttn,100.1013429,109.9716309,107.8405533
Enkd1,261.6158595,369.0716226,387.9278364
0,202.2371092,239.8630058,169.7307442
0,65.62943015,67.15792405,65.40733381
Ddx3x,172.9291877,143.9316412,122.417787
Awat2,100.6447191,99.12328119,97.63693136
Utp14a,1244.140454,1179.236442,922.0684427
Tmem17,308.5893776,303.4343405,347.1595107
Gstm3,92.56241702,89.3455345,84.87934758
Adcy6,70.12226683,73.10626356,63.04777892
Sirt2,1572.121493,2133.725793,2200.789336
Nbn,1013.176901,1098.212999,1062.791705
Ubqln1,2810.991345,2658.857813,2739.390994
Olr8,56.14669016,57.2697898,54.97913413
Asgr2,212.2162186,268.3674255,329.7485016
Olr1349,76.89757709,76.42568386,74.0059009
Smpd3,151.4584374,155.6287082,139.614972
Olr1164,69.71151692,67.15609237,62.45400054
Gmeb2,69.28374697,71.16540288,70.87528343
Olr1158,61.63441148,66.27406406,65.1907913
Tfpi2,166.1670798,110.7644109,113.639116
Olr288,64.22724901,63.58732938,67.00878299
MGC95210,479.7770718,524.6045783,596.4738635
Kcne4,79.2609781,77.92276936,85.17265894
Grin1,166.9465364,97.73200692,141.5550411
0,63.40073143,62.0495801,68.55802829
0,22088.34295,18431.91104,18560.26879
Pcna,10620.05193,10946.92091,8533.789993
Atp6v1d,9196.967262,7740.639692,7701.990303
0,67.88909508,68.61088148,70.09291182
Tmem160,2178.796816,1784.690824,1794.984003
0,291.5919716,319.0024493,288.2987214
Zfp629,92.55041253,86.27697408,88.7613853
0,213.8583769,272.5736823,304.5708548
Fam151b,860.645767,1027.882858,1054.174923
0,80.91982188,79.69019638,78.72634582
Vom2r47,87.91758646,84.14780143,87.42205114
Gdap2,646.1496543,501.2333751,407.9296563
Mcoln2,66.75405991,58.81825916,60.2278053
Rabepk,238.8466937,217.8574818,210.1299337
Ext2,483.860561,504.7675538,412.7914597
Pank2,721.0270961,636.4675013,579.7080577
Spata25,68.69528333,66.40894496,63.35180332
Krit1,582.8886635,646.5577651,742.197456
0,58.34815231,60.77045092,64.43118571
Nfe2l3,83.05968578,107.1144714,108.118766
Snrnp27,1665.139859,1513.92426,1592.329771
0,95.59396343,87.26262579,91.28377062
Tmem67,65.55451317,70.93558851,69.21864919
Frmd3,85.29558065,120.5148225,160.5239672
Foxj3,68.21804274,69.99576545,67.5414854
Vps13d,1027.702832,1171.87818,1309.661326
Cad,232.6518293,234.7840419,220.1899768
0,275.5681128,256.8865234,156.8633503
0,266.8742462,252.8332774,253.1671555
Sbno2,561.3771499,322.6028801,359.5357334
0,66.66931149,62.48480035,64.26920129
Lrrc14,92.78957401,85.67190778,102.3926051
0,114.8811632,123.7124477,90.77325496
0,13197.32668,11948.75059,12349.97522
Pigb,99.84890656,102.1512092,90.14978171
0,60.57116903,60.70722889,60.63464048
0,234.4925802,222.1089956,189.6701635
Hes7,71.53002741,71.1489203,66.18632289
Fam58b,477.9938437,606.5915336,618.4514415
Ict1,837.8475737,743.3466947,645.4369852
0,75.10771671,85.88345534,80.74199655
Pvrl3,89.25363102,104.1991543,116.073326
Pkp2,91.37777741,86.54998628,88.98396565
0,91.34781191,82.62217153,79.56601612
Sdsl,198.6955781,185.0976658,256.920258
0,67.11044903,61.96591742,64.40611038
Angel2,614.996861,669.8110032,619.7693377
Smim20,64.94895935,66.26022853,63.96240141
0,69.33270787,71.70895652,70.24935835
0,62.01451092,63.2501049,69.97762774
Twist2,73.70487507,80.62108261,62.90819285
0,657.7765866,597.0821213,491.249734
0,94.93427152,93.36335134,89.69121852
0,72.71745781,70.23908671,77.8709422
Mprip,125.2893493,135.3580544,151.5778583
0,73.63114842,74.89182585,69.74202675
0,1107.734257,979.7495023,788.0202792
0,68.11837444,68.38090448,68.49691777
Slc5a3,1222.008445,1054.800757,1735.833247
0,57.75343697,55.91359641,57.58888224
Rps17,7753.686477,8910.125467,8254.726995
Dok6,56.40919113,60.20505422,60.45375725
E230034O05Rik,59.74376946,61.41779078,56.44999369
0,73.09000629,69.0360238,71.40635064
Usp9x,199.7141654,182.4781544,176.1857115
0,68.69061099,64.95282954,65.98158464
0,81.23678345,91.97689594,125.8896574
RGD1307315,305.9439669,631.4561315,748.4119505
Gria2,742.3820617,668.7796708,702.4255993
Rfc3,1809.940613,2328.874063,1461.265271
Aadac,57.92874133,54.24622943,58.88361456
Pon1,195.0648445,137.9288571,230.4592124
Vom2r18,63.82279502,63.14970893,65.14811771
Cd93,2100.892944,882.7316891,554.6047598
Olr1160,58.72019618,58.7330272,61.77562791
Olr1566,69.40572413,68.97621996,71.58781164
Olr276,68.37200976,67.77429125,65.3564075
Olr401,75.46547247,79.69110915,82.50816793
Pdp1,347.6278588,322.2266028,347.4676036
Olr35,82.00699026,81.25628662,89.88269111
Msn,71.8603178,69.04025014,66.46727177
Plagl1,69.62084671,74.62811994,82.72670402
Arl6ip5,1122.634246,825.3119819,797.2178567
Sh2b2,899.5911171,731.4750945,446.6289392
Crat,278.0864346,268.2952139,270.9545433
Id2,3990.224198,4118.39412,4754.450064
Mmp8,163.707411,86.68206964,75.97013566
Parp1,4872.743347,5554.551724,3962.952374
Prlr,89.84759366,94.02599283,87.60716791
Dld,660.2765107,582.5024503,534.6232729
Gmfg,5800.451051,4170.835921,2320.807319
Mettl20,222.3533813,223.1800082,218.8118152
0,64.00237091,58.64596649,64.19379485
Npas1,65.08174415,67.00725804,67.99565909
0,175.6690971,181.311549,255.0738815
0,80.74500523,82.26232097,75.44455704
Bcl7c,945.8621932,986.9995073,888.3214186
Snx15,488.3226928,878.5988323,1369.708567
0,108.5233003,99.17856263,100.6610592
Zfyve16,614.1685332,787.7950109,929.6413823
0,77.08031289,78.57056245,75.39841148
0,70.16015919,70.68516747,75.28636692
Fam46c,174.3878907,137.3115031,101.7424435
Rpf1,842.4178591,713.7157085,593.6990462
0,95.8789546,98.58977126,89.96687149
0,74.59491254,73.85223703,70.98357677
Rnf24,68.09375551,65.86275734,65.52541799
Neurl2,190.1949871,186.1428457,134.049144
Ankib1,97.12077093,92.32027134,96.0924924
0,99.68888135,98.97461652,133.8081763
Hnrnpa2b1,518.8636265,388.0332442,263.8413857
0,78.69108272,79.18354138,84.16100379
0,117.1296952,110.0249612,104.3983368
Clec2g,60.30934574,57.74850808,57.90895937
0,88.76142608,92.42051561,81.07909482
0,76.95320404,83.6782706,73.78894086
0,924.2627561,878.1928687,676.0787363
Atraid,753.0306789,990.8229947,1014.156948
0,65.3491563,61.82651875,64.7907893
0,73.74105132,75.00810727,69.34400688
Tmem259,168.2838415,197.9948729,239.5035974
Srgap1,81.31897315,83.80806812,85.49093638
0,87.29366882,78.13326491,79.95012913
Pfdn5,8259.664999,9445.582255,10481.53088
0,63.87533433,61.35785461,61.91787007
Khdc3,84.05757041,86.94061236,81.17205841
0,227.7142662,233.5238974,153.4266136
Aloxe3,88.08286984,85.70043824,84.97042959
Lyrm9,69.19527458,76.09048592,76.37121558
Krt10,67.2806966,63.3299711,67.67955269
0,394.7855619,393.9801465,506.144158
0,72.04617348,74.35689778,73.02840677
0,115.8798524,116.0864618,118.1691656
0,65.19361709,65.10527804,65.22127338
0,76.50075499,81.95888183,84.28872988
0,79.95132389,77.44031212,85.83896194
Vash2,107.5280852,96.22940425,82.60707835
Sel1l3,81.59393042,95.36109213,96.46600626
Spred2,224.2697331,219.2187496,205.6918801
0,85.01706177,82.34174164,82.4149244
Ckb,5880.954124,7902.594965,9263.440031
Erbb4,98.39070501,92.521947,85.9497392
0,287.4626887,228.3849688,233.3952578
0,65.02298166,64.8551219,61.26994753
Tmub1,128.0971085,141.9707006,152.6923246
0,84.62361492,75.47736132,80.00054763
0,161.3241725,165.2764786,133.6643549
Rps3a,20262.02539,22222.8365,24197.8064
0,102.5246766,95.4706956,92.39114559
Gfod2,89.58690352,92.69121706,94.95446115
G4,79.005853,82.36808163,78.85945687
0,87.42359284,84.49431866,92.56056079
Ube2q2l,227.1682668,277.5293238,338.5806917
0,1526.470517,1647.982325,1841.27387
Hspa1b,67.43228848,66.62183334,66.40674323
Elf4,106.3597818,98.51554534,99.13597528
Srsf9,613.568674,649.3098804,559.8103368
Lgals8,1143.735683,955.9450981,955.3784595
Cgref1,94.97846376,109.3309689,119.4331864
Klkb1,76.71248331,82.84648601,85.09669181
Olr1500,67.76151335,72.87993406,68.60134726
Agxt2,67.26845809,69.30797372,68.45850055
Olr1373,63.31114608,62.24591308,66.77948238
Dpy30,4526.70596,4984.148224,4432.919318
Chrnb3,66.58429034,61.37691388,62.56717765
Hdgfl1,81.42563869,86.47440103,79.40017776
Olr728,67.4921953,68.03008835,67.24693992
Nt5e,1733.224228,1560.23902,1037.245585
Sharpin,1664.892791,1646.798927,1685.335209
Gsr,184.0338506,152.3971913,152.9857252
Mmp3,66.90018994,65.75182446,84.19655509
Psmd6,3836.92514,4015.195274,4180.115493
Ces2a,74.55673519,75.24511017,70.79233172
Tmem138,314.9205798,326.1180439,250.46763
0,68.6555867,61.32487808,64.59772974
Fkrp,83.23515731,85.5401783,83.86009333
0,57.19300928,60.58716656,59.03570654
0,521.4665351,489.6710844,651.2907781
Fbxl19,84.28011014,86.51525116,87.26172365
LOC499306,67.91317386,62.74677768,64.49144304
Cutc,899.6745971,868.0666718,882.1643687
0,78.75278372,77.63965637,75.75793856
0,75.97437526,70.66379765,71.76317947
0,140.5795905,136.9606013,132.1091006
Man1a2,177.8826045,148.1803775,133.26862
Prkacb,7226.70875,5904.05186,6071.534827
Fbxw2,106.5650147,96.90967015,103.7009355
0,156.5467645,234.3034186,234.4925776
0,201.5260441,207.6902578,179.0268608
0,5556.28132,4105.021238,2998.980163
0,68.9647568,62.50452186,63.57067357
0,71.92300257,73.05219557,73.42549781
Snx10,338.5524193,193.421601,174.9568539
Aak1,80.17272354,82.48391285,79.83907405
Cd69,504.7794132,194.6039705,190.1048374
0,349.2169131,357.8425767,390.8475377
Kdm4c,222.0271497,213.6149748,226.9405055
Hivep3,74.22890745,60.89908423,71.77644867
0,70.29274984,74.13590372,71.91241499
0,70.7865783,73.64054017,70.35655534
Map4k5,83.61819363,96.99118461,97.55820853
0,63.57127304,71.10215334,66.99907802
Wdr18,73.73663382,73.22158771,75.28522485
Tmem5,1155.870869,1261.27879,1182.134289
Arhgap39,68.65844464,80.43620727,80.58282026
Aaas,165.4165098,162.2007316,156.3633044
0,746.2972049,314.6692133,805.7677188
0,64.32166314,63.37879811,61.47135373
Ctdspl,196.2346382,127.4465282,122.4889503
RGD1565784,1034.306642,887.0731573,885.3018741
Alox12b,83.82055484,85.49782595,81.85458423
C1qa,18289.11957,14608.94846,8387.301016
Ksr1,67.60512984,64.78929401,64.35228874
0,80.67585611,84.49533086,78.79395315
0,81.99229666,71.84497002,73.28188331
0,101.024016,90.18244786,91.78414771
0,76.18035406,63.75835852,63.63680789
0,63.8217439,66.12896749,61.75394915
0,66.90226472,68.95983852,72.05454224
Dyrk3,228.9459607,120.5287764,116.3182973
0,70.04140743,67.78693349,70.97190137
Lgi2,89.80116798,82.22543571,106.7903115
Cep68,69.22548516,68.4549564,70.87580466
0,70.24169788,70.48973553,70.47820354
Tsc22d1,63.91050121,62.72252004,61.24937513
0,98.09386732,92.24166733,92.97210448
Syn2,79.69958609,68.67515884,75.1077586
Coprs,3671.129923,3223.412722,3461.339195
0,77.03056702,78.82362682,85.71737264
0,7117.656038,8213.696052,7090.330395
0,217.5080973,436.9560518,363.2310521
0,75.30607467,79.72650091,75.26648159
Ranbp10,184.5276624,187.5180013,212.4797093
Pgpep1,198.9592145,143.1916222,141.1937512
0,62.09179344,58.70123784,62.29686274
0,263.6601422,278.5838253,243.4222827
Magea8,67.59274796,64.81966674,63.92796793
0,133.2071213,135.8529969,109.6119588
Rnd2,2911.16828,3169.587786,3593.878453
Gpsm3,695.1152409,668.3093665,461.5439191
Mark1,88.56595442,89.52419688,92.24095673
Nr1d1,87.94249006,93.85785329,126.3653393
Rpl13,4408.297949,4294.835409,3473.839181
Olr235,82.39170821,76.68665709,78.2456266
Lgr4,96.7267728,146.8369903,155.377924
Surf1,1425.677351,1542.731524,1480.312513
Olr1474,55.03650006,54.06421377,60.84271974
Impa2,461.9281646,268.8117834,178.7355052
Olr1569,71.23187922,72.74091988,72.39208891
Gls,252.1809199,181.5278615,273.5049892
Hmox1,1083.195278,527.3098116,453.005836
Entpd6,225.1625586,196.4004865,189.4298267
Olr278,59.13311778,60.97977256,63.92086933
Cd53,9173.165057,6093.757283,3819.709694
Fcer2,54.10334206,53.03854047,56.25467099
Olr1085,64.97960837,67.66355398,72.74755834
Atxn10,4501.336593,5273.206274,4986.143717
Mlst8,979.8061954,1009.718682,1190.335309
Has3,70.41976313,71.85574289,66.18778946
Crot,1436.721791,1505.392635,1172.751397
Pc,376.4523946,476.9577347,697.0947674
Pak2,104.2090716,92.95012442,94.00037237
Rab11a,2310.45422,2492.832613,2874.62955
Rps6kb1,402.2393281,324.9147712,274.954023
N4bp2l2,337.1712073,346.2423691,310.061286
Egr2,907.3477903,2520.281758,3555.495517
Gpr85,354.5314884,326.0113134,375.5972882
Chdh,555.5813731,641.9787968,760.2905022
Stat3,579.8931431,590.496461,766.8044594
Phax,1310.679866,1342.164696,1273.623224
Anp32a,1302.717368,1154.14086,805.3308157
H2afy,7572.909393,7482.97706,6169.675407
Car5a,86.32127657,81.96970575,84.82688837
0,74.30608557,70.20343122,80.64456742
Strn4,116.187518,119.3243784,128.7946068
0,150.8217081,150.9206201,130.8688367
0,431.5111433,369.2274563,413.4783359
Orai3,298.2407274,227.6012155,194.1846068
Atg2a,81.04518005,75.03814176,80.68337208
Cox15,429.8818074,432.3433678,473.9744558
Spz1,83.24317249,83.81735219,88.43971646
0,66.71462702,67.88825434,65.30611498
0,72.44066985,70.57658361,71.11484805
Vtcn1,90.67821793,89.42859538,101.4050609
0,160.3211737,230.5214682,487.9398268
Psmd5,594.1784973,545.9907722,541.9364699
Alkbh3,507.84718,488.8068876,434.4726318
Smox,1077.878279,1242.304834,1505.368355
Pltp,10631.30024,8256.098014,6687.411473
Gatad1,1031.721422,1086.022414,1085.708096
0,64.32324191,63.61120465,67.00678414
0,74.76910818,77.30074785,75.42427571
0,61.36175017,61.63333155,62.49440533
Nfu1,128.609655,122.9277684,122.9692233
0,67.83103178,64.55257652,67.04701949
0,67.61931883,62.69179356,63.08894008
0,224.0283084,209.1344508,209.4834959
Scmh1,221.5116247,216.0514049,264.0248301
0,73.17967016,73.50087036,71.01654607
Emilin1,228.5160072,140.7655331,116.9080418
0,209.700743,186.7143561,161.7710645
0,127.9974801,120.1176734,111.2906521
Arid3a,68.89835951,68.60106648,68.68573902
0,83.9780071,79.661244,77.21898911
Zfp251,65.23251482,69.12439241,66.46802045
Pcbp2,152.4942564,153.9744727,149.8459277
Tecta,72.1675724,119.7726272,245.6268099
0,62.10267759,58.85482111,62.01162686
Vill,62.20406162,62.69777062,64.19982073
0,413.0852552,505.5420427,559.0111003
Cntrob,84.44242386,93.07059202,88.53306877
0,97.51300328,99.28799388,104.0469708
0,71.37124049,69.89749229,66.76704748
0,73.28039361,78.52751064,81.06920439
0,94.33114209,94.20593841,88.03387654
0,71.53590969,68.44987908,68.37758416
0,75.77449248,72.07985603,74.80040395
Mettl13,120.7887368,112.6742998,100.4202705
Sertad2,69.69383352,71.8408821,67.46933969
Serp2,135.8607968,110.4908205,116.3920323
0,63.77285376,66.96088797,67.86922811
Champ1,201.1339797,198.8078004,181.7266586
0,89.19131848,86.79613502,86.58066084
0,69.18701817,66.17763163,68.51172042
Hist1h2an,65.27841877,64.87852584,62.97334976
0,80.38590814,81.42313267,73.43369802
Tsnaxip1,73.09493216,73.91853014,76.93146524
Ly6g5b,66.26529101,63.37730207,61.81590095
Tomm22,125.6036941,114.8056464,101.8217937
0,69.57536438,68.85799296,69.58866572
Med14,82.9981644,86.11994076,75.66107678
0,75.86095427,80.40549564,80.55659076
Rbmx2,112.2404741,111.1996665,108.8247657
Ldhd,194.9815116,218.4506367,319.2112316
Ppp6c,2741.194211,2762.992442,2724.329253
Unc13b,58.97603155,60.57118924,63.00317312
0,887.5902581,994.0954405,1207.181099
Twf1,2425.378749,1979.225211,2333.691985
Phrf1,682.9341753,669.9263963,662.7642893
Olr1622,64.53277608,67.42861815,61.45197681
Olr1472,55.78402029,55.97338987,57.24774823
Gpr64,93.46520448,119.8021825,151.1552784
Olr1726,112.1983957,112.5261472,99.29650859
Entpd5,480.9273951,694.8775061,895.6734648
Olr1297,69.53770411,59.49677583,64.56670466
Ivl,86.66562772,87.64349907,77.23155197
Dedd,149.7493453,148.7320798,132.3106554
Ly6i,68.56505382,76.04616563,73.54500242
Arnt2,78.44370341,71.56331834,70.79473889
